# U  arc  E1  E2  E3  E4
4.0000  5.350387  0.44337652  0.44337652  3.55662348  3.55662348
4.0000  5.367987  0.43939866  0.43939866  3.56060134  3.56060134
4.0000  5.385587  0.43546280  0.43546280  3.56453720  3.56453720
4.0000  5.403187  0.43157099  0.43157099  3.56842901  3.56842901
4.0000  5.420787  0.42772521  0.42772521  3.57227479  3.57227479
4.0000  5.438387  0.42392741  0.42392741  3.57607259  3.57607259
4.0000  5.455987  0.42017948  0.42017948  3.57982052  3.57982052
4.0000  5.473587  0.41648328  0.41648328  3.58351672  3.58351672
4.0000  5.491187  0.41284061  0.41284061  3.58715939  3.58715939
4.0000  5.508787  0.40925323  0.40925323  3.59074677  3.59074677
4.0000  5.526387  0.40572285  0.40572285  3.59427715  3.59427715
4.0000  5.543987  0.40225114  0.40225114  3.59774886  3.59774886
4.0000  5.561587  0.39883973  0.39883973  3.60116027  3.60116027
4.0000  5.579187  0.39549018  0.39549018  3.60450982  3.60450982
4.0000  5.596787  0.39220405  0.39220405  3.60779595  3.60779595
4.0000  5.614387  0.38898281  0.38898281  3.61101719  3.61101719
4.0000  5.631987  0.38582792  0.38582792  3.61417208  3.61417208
4.0000  5.649587  0.38274078  0.38274078  3.61725922  3.61725922
4.0000  5.667187  0.37972276  0.37972276  3.62027724  3.62027724
4.0000  5.684787  0.37677517  0.37677517  3.62322483  3.62322483
4.0000  5.702387  0.37389930  0.37389930  3.62610070  3.62610070
4.0000  5.719987  0.37109638  0.37109638  3.62890362  3.62890362
4.0000  5.737587  0.36836761  0.36836761  3.63163239  3.63163239
4.0000  5.755187  0.36571415  0.36571415  3.63428585  3.63428585
4.0000  5.772787  0.36313711  0.36313711  3.63686289  3.63686289
4.0000  5.790386  0.36063757  0.36063757  3.63936243  3.63936243
4.0000  5.807986  0.35821656  0.35821656  3.64178344  3.64178344
4.0000  5.825586  0.35587509  0.35587509  3.64412491  3.64412491
4.0000  5.843186  0.35361411  0.35361411  3.64638589  3.64638589
4.0000  5.860786  0.35143453  0.35143453  3.64856547  3.64856547
4.0000  5.878386  0.34933725  0.34933725  3.65066275  3.65066275
4.0000  5.895986  0.34732311  0.34732311  3.65267689  3.65267689
4.0000  5.913586  0.34539290  0.34539290  3.65460710  3.65460710
4.0000  5.931186  0.34354741  0.34354741  3.65645259  3.65645259
4.0000  5.948786  0.34178735  0.34178735  3.65821265  3.65821265
4.0000  5.966386  0.34011342  0.34011342  3.65988658  3.65988658
4.0000  5.983986  0.33852628  0.33852628  3.66147372  3.66147372
4.0000  6.001586  0.33702655  0.33702655  3.66297345  3.66297345
4.0000  6.019186  0.33561480  0.33561480  3.66438520  3.66438520
4.0000  6.036786  0.33429160  0.33429160  3.66570840  3.66570840
4.0000  6.054386  0.33305744  0.33305744  3.66694256  3.66694256
4.0000  6.071986  0.33191281  0.33191281  3.66808719  3.66808719
4.0000  6.089586  0.33085813  0.33085813  3.66914187  3.66914187
4.0000  6.107186  0.32989382  0.32989382  3.67010618  3.67010618
4.0000  6.124786  0.32902025  0.32902025  3.67097975  3.67097975
4.0000  6.142386  0.32823774  0.32823774  3.67176226  3.67176226
4.0000  6.159986  0.32754659  0.32754659  3.67245341  3.67245341
4.0000  6.177586  0.32694706  0.32694706  3.67305294  3.67305294
4.0000  6.195186  0.32643939  0.32643939  3.67356061  3.67356061
4.0000  6.212785  0.32602375  0.32602375  3.67397625  3.67397625
4.0000  6.230385  0.32570032  0.32570032  3.67429968  3.67429968
4.0000  6.247985  0.32546921  0.32546921  3.67453079  3.67453079
4.0000  6.265585  0.32533051  0.32533051  3.67466949  3.67466949
4.0000  6.283185  0.32528426  0.32528426  3.67471574  3.67471574
4.0000  6.313669  0.32486816  0.32486816  3.67513184  3.67513184
4.0000  6.344153  0.32362080  0.32362080  3.67637920  3.67637920
4.0000  6.374637  0.32154488  0.32154488  3.67845512  3.67845512
4.0000  6.405121  0.31864494  0.31864494  3.68135506  3.68135506
4.0000  6.435605  0.31492723  0.31492723  3.68507277  3.68507277
4.0000  6.466089  0.31039973  0.31039973  3.68960027  3.68960027
4.0000  6.496573  0.30507208  0.30507208  3.69492792  3.69492792
4.0000  6.527057  0.29895549  0.29895549  3.70104451  3.70104451
4.0000  6.557542  0.29206266  0.29206266  3.70793734  3.70793734
4.0000  6.588026  0.28440774  0.28440774  3.71559226  3.71559226
4.0000  6.618510  0.27600617  0.27600617  3.72399383  3.72399383
4.0000  6.648994  0.26687461  0.26687461  3.73312539  3.73312539
4.0000  6.679478  0.25703086  0.25703086  3.74296914  3.74296914
4.0000  6.709962  0.24649370  0.24649370  3.75350630  3.75350630
4.0000  6.740446  0.23528283  0.23528283  3.76471717  3.76471717
4.0000  6.770930  0.22341875  0.22341875  3.77658125  3.77658125
4.0000  6.801414  0.21092262  0.21092262  3.78907738  3.78907738
4.0000  6.831898  0.19781622  0.19781622  3.80218378  3.80218378
4.0000  6.862382  0.18412178  0.18412178  3.81587822  3.81587822
4.0000  6.892866  0.16986195  0.16986195  3.83013805  3.83013805
4.0000  6.923350  0.15505965  0.15505965  3.84494035  3.84494035
4.0000  6.953834  0.13973802  0.13973802  3.86026198  3.86026198
4.0000  6.984318  0.12392034  0.12392034  3.87607966  3.87607966
4.0000  7.014802  0.10762991  0.10762991  3.89237009  3.89237009
4.0000  7.045286  0.09089005  0.09089005  3.90910995  3.90910995
4.0000  7.075770  0.07372399  0.07372399  3.92627601  3.92627601
4.0000  7.106254  0.05615482  0.05615482  3.94384518  3.94384518
4.0000  7.136738  0.03820544  0.03820544  3.96179456  3.96179456
4.0000  7.167222  0.01989854  0.01989854  3.98010146  3.98010146
4.0000  7.197706  0.00125652  0.00125652  3.99874348  3.99874348
4.0000  7.228190  -0.01769852  -0.01769852  4.01769852  4.01769852
4.0000  7.258674  -0.03694483  -0.03694483  4.03694483  4.03694483
4.0000  7.289158  -0.05646099  -0.05646099  4.05646099  4.05646099
4.0000  7.319642  -0.07622600  -0.07622600  4.07622600  4.07622600
4.0000  7.350126  -0.09621923  -0.09621923  4.09621923  4.09621923
4.0000  7.380610  -0.11642049  -0.11642049  4.11642049  4.11642049
4.0000  7.411094  -0.13680999  -0.13680999  4.13680999  4.13680999
4.0000  7.441578  -0.15736839  -0.15736839  4.15736839  4.15736839
4.0000  7.472062  -0.17807679  -0.17807679  4.17807679  4.17807679
4.0000  7.502546  -0.19891671  -0.19891671  4.19891671  4.19891671
4.0000  7.533030  -0.21987015  -0.21987015  4.21987015  4.21987015
4.0000  7.563514  -0.24091950  -0.24091950  4.24091950  4.24091950
4.0000  7.593998  -0.26204765  -0.26204765  4.26204765  4.26204765
4.0000  7.624482  -0.28323786  -0.28323786  4.28323786  4.28323786
4.0000  7.654966  -0.30447388  -0.30447388  4.30447388  4.30447388
4.0000  7.685450  -0.32573985  -0.32573985  4.32573985  4.32573985
4.0000  7.715934  -0.34702033  -0.34702033  4.34702033  4.34702033
4.0000  7.746418  -0.36830031  -0.36830031  4.36830031  4.36830031
4.0000  7.776902  -0.38956516  -0.38956516  4.38956516  4.38956516
4.0000  7.807386  -0.41080067  -0.41080067  4.41080067  4.41080067
4.0000  7.837870  -0.43199298  -0.43199298  4.43199298  4.43199298
4.0000  7.868354  -0.45312866  -0.45312866  4.45312866  4.45312866
4.0000  7.898839  -0.47419460  -0.47419460  4.47419460  4.47419460
4.0000  7.929323  -0.49517807  -0.49517807  4.49517807  4.49517807
4.0000  7.959807  -0.51606671  -0.51606671  4.51606671  4.51606671
4.0000  7.990291  -0.53684846  -0.53684846  4.53684846  4.53684846
4.0000  8.020775  -0.55751164  -0.55751164  4.55751164  4.55751164
4.0000  8.051259  -0.57804486  -0.57804486  4.57804486  4.57804486
4.0000  8.081743  -0.59843707  -0.59843707  4.59843707  4.59843707
4.0000  8.112227  -0.61867750  -0.61867750  4.61867750  4.61867750
4.0000  8.142711  -0.63875572  -0.63875572  4.63875572  4.63875572
4.0000  8.173195  -0.65866155  -0.65866155  4.65866155  4.65866155
4.0000  8.203679  -0.67838513  -0.67838513  4.67838513  4.67838513
4.0000  8.234163  -0.69791686  -0.69791686  4.69791686  4.69791686
4.0000  8.264647  -0.71724740  -0.71724740  4.71724740  4.71724740
4.0000  8.295131  -0.73636769  -0.73636769  4.73636769  4.73636769
4.0000  8.325615  -0.75526892  -0.75526892  4.75526892  4.75526892
4.0000  8.356099  -0.77394253  -0.77394253  4.77394253  4.77394253
4.0000  8.386583  -0.79238020  -0.79238020  4.79238020  4.79238020
4.0000  8.417067  -0.81057385  -0.81057385  4.81057385  4.81057385
4.0000  8.447551  -0.82851562  -0.82851562  4.82851562  4.82851562
4.0000  8.478035  -0.84619791  -0.84619791  4.84619791  4.84619791
4.0000  8.508519  -0.86361330  -0.86361330  4.86361330  4.86361330
4.0000  8.539003  -0.88075460  -0.88075460  4.88075460  4.88075460
4.0000  8.569487  -0.89761485  -0.89761485  4.89761485  4.89761485
4.0000  8.599971  -0.91418726  -0.91418726  4.91418726  4.91418726
4.0000  8.630455  -0.93046527  -0.93046527  4.93046527  4.93046527
4.0000  8.660939  -0.94644250  -0.94644250  4.94644250  4.94644250
4.0000  8.691423  -0.96211279  -0.96211279  4.96211279  4.96211279
4.0000  8.721907  -0.97747013  -0.97747013  4.97747013  4.97747013
4.0000  8.752391  -0.99250872  -0.99250872  4.99250872  4.99250872
4.0000  8.782875  -1.00722295  -1.00722295  5.00722295  5.00722295
4.0000  8.813359  -1.02160737  -1.02160737  5.02160737  5.02160737
4.0000  8.843843  -1.03565671  -1.03565671  5.03565671  5.03565671
4.0000  8.874327  -1.04936589  -1.04936589  5.04936589  5.04936589
4.0000  8.904811  -1.06272997  -1.06272997  5.06272997  5.06272997
4.0000  8.935295  -1.07574421  -1.07574421  5.07574421  5.07574421
4.0000  8.965779  -1.08840401  -1.08840401  5.08840401  5.08840401
4.0000  8.996263  -1.10070494  -1.10070494  5.10070494  5.10070494
4.0000  9.026747  -1.11264274  -1.11264274  5.11264274  5.11264274
4.0000  9.057231  -1.12421329  -1.12421329  5.12421329  5.12421329
4.0000  9.087715  -1.13541265  -1.13541265  5.13541265  5.13541265
4.0000  9.118199  -1.14623700  -1.14623700  5.14623700  5.14623700
4.0000  9.148683  -1.15668270  -1.15668270  5.15668270  5.15668270
4.0000  9.179167  -1.16674626  -1.16674626  5.16674626  5.16674626
4.0000  9.209652  -1.17642433  -1.17642433  5.17642433  5.17642433
4.0000  9.240136  -1.18571370  -1.18571370  5.18571370  5.18571370
4.0000  9.270620  -1.19461132  -1.19461132  5.19461132  5.19461132
4.0000  9.301104  -1.20311427  -1.20311427  5.20311427  5.20311427
4.0000  9.331588  -1.21121980  -1.21121980  5.21121980  5.21121980
4.0000  9.362072  -1.21892527  -1.21892527  5.21892527  5.21892527
4.0000  9.392556  -1.22622819  -1.22622819  5.22622819  5.22622819
4.0000  9.423040  -1.23312623  -1.23312623  5.23312623  5.23312623
4.0000  9.453524  -1.23961718  -1.23961718  5.23961718  5.23961718
4.0000  9.484008  -1.24569897  -1.24569897  5.24569897  5.24569897
4.0000  9.514492  -1.25136966  -1.25136966  5.25136966  5.25136966
4.0000  9.544976  -1.25662746  -1.25662746  5.25662746  5.25662746
4.0000  9.575460  -1.26147072  -1.26147072  5.26147072  5.26147072
4.0000  9.605944  -1.26589791  -1.26589791  5.26589791  5.26589791
4.0000  9.636428  -1.26990764  -1.26990764  5.26990764  5.26990764
4.0000  9.666912  -1.27349866  -1.27349866  5.27349866  5.27349866
4.0000  9.697396  -1.27666984  -1.27666984  5.27666984  5.27666984
4.0000  9.727880  -1.27942019  -1.27942019  5.27942019  5.27942019
4.0000  9.758364  -1.28174885  -1.28174885  5.28174885  5.28174885
4.0000  9.788848  -1.28365511  -1.28365511  5.28365511  5.28365511
4.0000  9.819332  -1.28513837  -1.28513837  5.28513837  5.28513837
4.0000  9.849816  -1.28619817  -1.28619817  5.28619817  5.28619817
4.0000  9.880300  -1.28683419  -1.28683419  5.28683419  5.28683419
4.0000  9.910784  -1.28704621  -1.28704621  5.28704621  5.28704621
