# U  arc  E1  E2  E3  E4
2.2000  2.111995  -0.88471947  -0.88471947  3.08471947  3.08471947
2.2000  2.147195  -0.85393082  -0.85393082  3.05393082  3.05393082
2.2000  2.182395  -0.82284669  -0.82284669  3.02284669  3.02284669
2.2000  2.217595  -0.79147671  -0.79147671  2.99147671  2.99147671
2.2000  2.252795  -0.75983060  -0.75983060  2.95983060  2.95983060
2.2000  2.287995  -0.72791815  -0.72791815  2.92791815  2.92791815
2.2000  2.323195  -0.69574925  -0.69574925  2.89574925  2.89574925
2.2000  2.358394  -0.66333387  -0.66333387  2.86333387  2.86333387
2.2000  2.393594  -0.63068205  -0.63068205  2.83068205  2.83068205
2.2000  2.428794  -0.59780390  -0.59780390  2.79780390  2.79780390
2.2000  2.463994  -0.56470960  -0.56470960  2.76470960  2.76470960
2.2000  2.499194  -0.53140941  -0.53140941  2.73140941  2.73140941
2.2000  2.534394  -0.49791364  -0.49791364  2.69791364  2.69791364
2.2000  2.569594  -0.46423266  -0.46423266  2.66423266  2.66423266
2.2000  2.604794  -0.43037691  -0.43037691  2.63037691  2.63037691
2.2000  2.639994  -0.39635688  -0.39635688  2.59635688  2.59635688
2.2000  2.675194  -0.36218311  -0.36218311  2.56218311  2.56218311
2.2000  2.710394  -0.32786617  -0.32786617  2.52786617  2.52786617
2.2000  2.745594  -0.29341670  -0.29341670  2.49341670  2.49341670
2.2000  2.780793  -0.25884536  -0.25884536  2.45884536  2.45884536
2.2000  2.815993  -0.22416288  -0.22416288  2.42416288  2.42416288
2.2000  2.851193  -0.18937998  -0.18937998  2.38937998  2.38937998
2.2000  2.886393  -0.15450745  -0.15450745  2.35450745  2.35450745
2.2000  2.921593  -0.11955609  -0.11955609  2.31955609  2.31955609
2.2000  2.956793  -0.08453672  -0.08453672  2.28453672  2.28453672
2.2000  2.991993  -0.04946019  -0.04946019  2.24946019  2.24946019
2.2000  3.027193  -0.01433736  -0.01433736  2.21433736  2.21433736
2.2000  3.062393  0.02082088  0.02082088  2.17917912  2.17917912
2.2000  3.097593  0.05600365  0.05600365  2.14399635  2.14399635
2.2000  3.132793  0.09120005  0.09120005  2.10879995  2.10879995
2.2000  3.167993  0.12639917  0.12639917  2.07360083  2.07360083
2.2000  3.203193  0.16159012  0.16159012  2.03840988  2.03840988
2.2000  3.238392  0.19676199  0.19676199  2.00323801  2.00323801
2.2000  3.273592  0.23190388  0.23190388  1.96809612  1.96809612
2.2000  3.308792  0.26700492  0.26700492  1.93299508  1.93299508
2.2000  3.343992  0.30205423  0.30205423  1.89794577  1.89794577
2.2000  3.379192  0.33704095  0.33704095  1.86295905  1.86295905
2.2000  3.414392  0.37195425  0.37195425  1.82804575  1.82804575
2.2000  3.449592  0.40678331  0.40678331  1.79321669  1.79321669
2.2000  3.484792  0.44151734  0.44151734  1.75848266  1.75848266
2.2000  3.519992  0.47614559  0.47614559  1.72385441  1.72385441
2.2000  3.555192  0.51065733  0.51065733  1.68934267  1.68934267
2.2000  3.590392  0.54504187  0.54504187  1.65495813  1.65495813
2.2000  3.625592  0.57928855  0.57928855  1.62071145  1.62071145
2.2000  3.660791  0.61338678  0.61338678  1.58661322  1.58661322
2.2000  3.695991  0.64732598  0.64732598  1.55267402  1.55267402
2.2000  3.731191  0.68109565  0.68109565  1.51890435  1.51890435
2.2000  3.766391  0.71468532  0.71468532  1.48531468  1.48531468
2.2000  3.801591  0.74808460  0.74808460  1.45191540  1.45191540
2.2000  3.836791  0.78128313  0.78128313  1.41871687  1.41871687
2.2000  3.871991  0.81427063  0.81427063  1.38572937  1.38572937
2.2000  3.907191  0.84703689  0.84703689  1.35296311  1.35296311
2.2000  3.942391  0.87957175  0.87957175  1.32042825  1.32042825
2.2000  3.977591  0.91186514  0.91186514  1.28813486  1.28813486
2.2000  4.012791  0.94390705  0.94390705  1.25609295  1.25609295
2.2000  4.047991  0.97568756  0.97568756  1.22431244  1.22431244
2.2000  4.083190  1.00719683  1.00719683  1.19280317  1.19280317
2.2000  4.118390  1.03842509  1.03842509  1.16157491  1.16157491
2.2000  4.153590  1.06936268  1.06936268  1.13063732  1.13063732
2.2000  4.188790  1.10000000  1.10000000  1.10000000  1.10000000
2.2000  4.206390  1.08479691  1.08479691  1.11520309  1.11520309
2.2000  4.223990  1.06967244  1.06967244  1.13032756  1.13032756
2.2000  4.241590  1.05462775  1.05462775  1.14537225  1.14537225
2.2000  4.259190  1.03966402  1.03966402  1.16033598  1.16033598
2.2000  4.276790  1.02478240  1.02478240  1.17521760  1.17521760
2.2000  4.294390  1.00998404  1.00998404  1.19001596  1.19001596
2.2000  4.311990  0.99527009  0.99527009  1.20472991  1.20472991
2.2000  4.329590  0.98064169  0.98064169  1.21935831  1.21935831
2.2000  4.347190  0.96609997  0.96609997  1.23390003  1.23390003
2.2000  4.364790  0.95164607  0.95164607  1.24835393  1.24835393
2.2000  4.382390  0.93728109  0.93728109  1.26271891  1.26271891
2.2000  4.399990  0.92300614  0.92300614  1.27699386  1.27699386
2.2000  4.417590  0.90882235  0.90882235  1.29117765  1.29117765
2.2000  4.435190  0.89473080  0.89473080  1.30526920  1.30526920
2.2000  4.452790  0.88073258  0.88073258  1.31926742  1.31926742
2.2000  4.470390  0.86682878  0.86682878  1.33317122  1.33317122
2.2000  4.487990  0.85302048  0.85302048  1.34697952  1.34697952
2.2000  4.505589  0.83930874  0.83930874  1.36069126  1.36069126
2.2000  4.523189  0.82569463  0.82569463  1.37430537  1.37430537
2.2000  4.540789  0.81217920  0.81217920  1.38782080  1.38782080
2.2000  4.558389  0.79876350  0.79876350  1.40123650  1.40123650
2.2000  4.575989  0.78544856  0.78544856  1.41455144  1.41455144
2.2000  4.593589  0.77223542  0.77223542  1.42776458  1.42776458
2.2000  4.611189  0.75912511  0.75912511  1.44087489  1.44087489
2.2000  4.628789  0.74611863  0.74611863  1.45388137  1.45388137
2.2000  4.646389  0.73321699  0.73321699  1.46678301  1.46678301
2.2000  4.663989  0.72042119  0.72042119  1.47957881  1.47957881
2.2000  4.681589  0.70773223  0.70773223  1.49226777  1.49226777
2.2000  4.699189  0.69515109  0.69515109  1.50484891  1.50484891
2.2000  4.716789  0.68267873  0.68267873  1.51732127  1.51732127
2.2000  4.734389  0.67031613  0.67031613  1.52968387  1.52968387
2.2000  4.751989  0.65806424  0.65806424  1.54193576  1.54193576
2.2000  4.769589  0.64592402  0.64592402  1.55407598  1.55407598
2.2000  4.787189  0.63389640  0.63389640  1.56610360  1.56610360
2.2000  4.804789  0.62198231  0.62198231  1.57801769  1.57801769
2.2000  4.822389  0.61018268  0.61018268  1.58981732  1.58981732
2.2000  4.839989  0.59849842  0.59849842  1.60150158  1.60150158
2.2000  4.857589  0.58693043  0.58693043  1.61306957  1.61306957
2.2000  4.875189  0.57547961  0.57547961  1.62452039  1.62452039
2.2000  4.892789  0.56414686  0.56414686  1.63585314  1.63585314
2.2000  4.910389  0.55293303  0.55293303  1.64706697  1.64706697
2.2000  4.927988  0.54183901  0.54183901  1.65816099  1.65816099
2.2000  4.945588  0.53086566  0.53086566  1.66913434  1.66913434
2.2000  4.963188  0.52001381  0.52001381  1.67998619  1.67998619
2.2000  4.980788  0.50928432  0.50928432  1.69071568  1.69071568
2.2000  4.998388  0.49867801  0.49867801  1.70132199  1.70132199
2.2000  5.015988  0.48819571  0.48819571  1.71180429  1.71180429
2.2000  5.033588  0.47783822  0.47783822  1.72216178  1.72216178
2.2000  5.051188  0.46760635  0.46760635  1.73239365  1.73239365
2.2000  5.068788  0.45750089  0.45750089  1.74249911  1.74249911
2.2000  5.086388  0.44752263  0.44752263  1.75247737  1.75247737
2.2000  5.103988  0.43767233  0.43767233  1.76232767  1.76232767
2.2000  5.121588  0.42795076  0.42795076  1.77204924  1.77204924
2.2000  5.139188  0.41835868  0.41835868  1.78164132  1.78164132
2.2000  5.156788  0.40889681  0.40889681  1.79110319  1.79110319
2.2000  5.174388  0.39956591  0.39956591  1.80043409  1.80043409
2.2000  5.191988  0.39036669  0.39036669  1.80963331  1.80963331
2.2000  5.209588  0.38129985  0.38129985  1.81870015  1.81870015
2.2000  5.227188  0.37236612  0.37236612  1.82763388  1.82763388
2.2000  5.244788  0.36356617  0.36356617  1.83643383  1.83643383
2.2000  5.262388  0.35490068  0.35490068  1.84509932  1.84509932
2.2000  5.279988  0.34637034  0.34637034  1.85362966  1.85362966
2.2000  5.297588  0.33797579  0.33797579  1.86202421  1.86202421
2.2000  5.315188  0.32971770  0.32971770  1.87028230  1.87028230
2.2000  5.332788  0.32159669  0.32159669  1.87840331  1.87840331
2.2000  5.350387  0.31361341  0.31361341  1.88638659  1.88638659
2.2000  5.367987  0.30576845  0.30576845  1.89423155  1.89423155
2.2000  5.385587  0.29806245  0.29806245  1.90193755  1.90193755
2.2000  5.403187  0.29049598  0.29049598  1.90950402  1.90950402
2.2000  5.420787  0.28306964  0.28306964  1.91693036  1.91693036
2.2000  5.438387  0.27578400  0.27578400  1.92421600  1.92421600
2.2000  5.455987  0.26863962  0.26863962  1.93136038  1.93136038
2.2000  5.473587  0.26163707  0.26163707  1.93836293  1.93836293
2.2000  5.491187  0.25477687  0.25477687  1.94522313  1.94522313
2.2000  5.508787  0.24805957  0.24805957  1.95194043  1.95194043
2.2000  5.526387  0.24148568  0.24148568  1.95851432  1.95851432
2.2000  5.543987  0.23505571  0.23505571  1.96494429  1.96494429
2.2000  5.561587  0.22877016  0.22877016  1.97122984  1.97122984
2.2000  5.579187  0.22262952  0.22262952  1.97737048  1.97737048
2.2000  5.596787  0.21663426  0.21663426  1.98336574  1.98336574
2.2000  5.614387  0.21078485  0.21078485  1.98921515  1.98921515
2.2000  5.631987  0.20508173  0.20508173  1.99491827  1.99491827
2.2000  5.649587  0.19952536  0.19952536  2.00047464  2.00047464
2.2000  5.667187  0.19411616  0.19411616  2.00588384  2.00588384
2.2000  5.684787  0.18885454  0.18885454  2.01114546  2.01114546
2.2000  5.702387  0.18374093  0.18374093  2.01625907  2.01625907
2.2000  5.719987  0.17877570  0.17877570  2.02122430  2.02122430
2.2000  5.737587  0.17395926  0.17395926  2.02604074  2.02604074
2.2000  5.755187  0.16929197  0.16929197  2.03070803  2.03070803
2.2000  5.772787  0.16477418  0.16477418  2.03522582  2.03522582
2.2000  5.790386  0.16040626  0.16040626  2.03959374  2.03959374
2.2000  5.807986  0.15618855  0.15618855  2.04381145  2.04381145
2.2000  5.825586  0.15212135  0.15212135  2.04787865  2.04787865
2.2000  5.843186  0.14820500  0.14820500  2.05179500  2.05179500
2.2000  5.860786  0.14443980  0.14443980  2.05556020  2.05556020
2.2000  5.878386  0.14082603  0.14082603  2.05917397  2.05917397
2.2000  5.895986  0.13736398  0.13736398  2.06263602  2.06263602
2.2000  5.913586  0.13405391  0.13405391  2.06594609  2.06594609
2.2000  5.931186  0.13089609  0.13089609  2.06910391  2.06910391
2.2000  5.948786  0.12789075  0.12789075  2.07210925  2.07210925
2.2000  5.966386  0.12503812  0.12503812  2.07496188  2.07496188
2.2000  5.983986  0.12233844  0.12233844  2.07766156  2.07766156
2.2000  6.001586  0.11979191  0.11979191  2.08020809  2.08020809
2.2000  6.019186  0.11739872  0.11739872  2.08260128  2.08260128
2.2000  6.036786  0.11515906  0.11515906  2.08484094  2.08484094
2.2000  6.054386  0.11307311  0.11307311  2.08692689  2.08692689
2.2000  6.071986  0.11114102  0.11114102  2.08885898  2.08885898
2.2000  6.089586  0.10936295  0.10936295  2.09063705  2.09063705
2.2000  6.107186  0.10773903  0.10773903  2.09226097  2.09226097
2.2000  6.124786  0.10626939  0.10626939  2.09373061  2.09373061
2.2000  6.142386  0.10495414  0.10495414  2.09504586  2.09504586
2.2000  6.159986  0.10379338  0.10379338  2.09620662  2.09620662
2.2000  6.177586  0.10278722  0.10278722  2.09721278  2.09721278
2.2000  6.195186  0.10193571  0.10193571  2.09806429  2.09806429
2.2000  6.212785  0.10123893  0.10123893  2.09876107  2.09876107
2.2000  6.230385  0.10069694  0.10069694  2.09930306  2.09930306
2.2000  6.247985  0.10030976  0.10030976  2.09969024  2.09969024
2.2000  6.265585  0.10007745  0.10007745  2.09992255  2.09992255
2.2000  6.283185  0.10000000  0.10000000  2.10000000  2.10000000
2.2000  6.313669  0.09930331  0.09930331  2.10069669  2.10069669
2.2000  6.344153  0.09721666  0.09721666  2.10278334  2.10278334
2.2000  6.374637  0.09375014  0.09375014  2.10624986  2.10624986
2.2000  6.405121  0.08892036  0.08892036  2.11107964  2.11107964
2.2000  6.435605  0.08275005  0.08275005  2.11724995  2.11724995
2.2000  6.466089  0.07526771  0.07526771  2.12473229  2.12473229
2.2000  6.496573  0.06650696  0.06650696  2.13349304  2.13349304
2.2000  6.527057  0.05650604  0.05650604  2.14349396  2.14349396
2.2000  6.557542  0.04530709  0.04530709  2.15469291  2.15469291
2.2000  6.588026  0.03295549  0.03295549  2.16704451  2.16704451
2.2000  6.618510  0.01949922  0.01949922  2.18050078  2.18050078
2.2000  6.648994  0.00498821  0.00498821  2.19501179  2.19501179
2.2000  6.679478  -0.01052629  -0.01052629  2.21052629  2.21052629
2.2000  6.709962  -0.02699226  -0.02699226  2.22699226  2.22699226
2.2000  6.740446  -0.04435741  -0.04435741  2.24435741  2.24435741
2.2000  6.770930  -0.06256963  -0.06256963  2.26256963  2.26256963
2.2000  6.801414  -0.08157737  -0.08157737  2.28157737  2.28157737
2.2000  6.831898  -0.10132993  -0.10132993  2.30132993  2.30132993
2.2000  6.862382  -0.12177776  -0.12177776  2.32177776  2.32177776
2.2000  6.892866  -0.14287267  -0.14287267  2.34287267  2.34287267
2.2000  6.923350  -0.16456795  -0.16456795  2.36456795  2.36456795
2.2000  6.953834  -0.18681849  -0.18681849  2.38681849  2.38681849
2.2000  6.984318  -0.20958089  -0.20958089  2.40958089  2.40958089
2.2000  7.014802  -0.23281348  -0.23281348  2.43281348  2.43281348
2.2000  7.045286  -0.25647632  -0.25647632  2.45647632  2.45647632
2.2000  7.075770  -0.28053123  -0.28053123  2.48053123  2.48053123
2.2000  7.106254  -0.30494174  -0.30494174  2.50494174  2.50494174
2.2000  7.136738  -0.32967307  -0.32967307  2.52967307  2.52967307
2.2000  7.167222  -0.35469206  -0.35469206  2.55469206  2.55469206
2.2000  7.197706  -0.37996713  -0.37996713  2.57996713  2.57996713
2.2000  7.228190  -0.40546821  -0.40546821  2.60546821  2.60546821
2.2000  7.258674  -0.43116669  -0.43116669  2.63116669  2.63116669
2.2000  7.289158  -0.45703533  -0.45703533  2.65703533  2.65703533
2.2000  7.319642  -0.48304820  -0.48304820  2.68304820  2.68304820
2.2000  7.350126  -0.50918062  -0.50918062  2.70918062  2.70918062
2.2000  7.380610  -0.53540909  -0.53540909  2.73540909  2.73540909
2.2000  7.411094  -0.56171121  -0.56171121  2.76171121  2.76171121
2.2000  7.441578  -0.58806563  -0.58806563  2.78806563  2.78806563
2.2000  7.472062  -0.61445201  -0.61445201  2.81445201  2.81445201
2.2000  7.502546  -0.64085092  -0.64085092  2.84085092  2.84085092
2.2000  7.533030  -0.66724381  -0.66724381  2.86724381  2.86724381
2.2000  7.563514  -0.69361295  -0.69361295  2.89361295  2.89361295
2.2000  7.593998  -0.71994141  -0.71994141  2.91994141  2.91994141
2.2000  7.624482  -0.74621297  -0.74621297  2.94621297  2.94621297
2.2000  7.654966  -0.77241210  -0.77241210  2.97241210  2.97241210
2.2000  7.685450  -0.79852391  -0.79852391  2.99852391  2.99852391
2.2000  7.715934  -0.82453414  -0.82453414  3.02453414  3.02453414
2.2000  7.746418  -0.85042907  -0.85042907  3.05042907  3.05042907
2.2000  7.776902  -0.87619555  -0.87619555  3.07619555  3.07619555
2.2000  7.807386  -0.90182093  -0.90182093  3.10182093  3.10182093
2.2000  7.837870  -0.92729304  -0.92729304  3.12729304  3.12729304
2.2000  7.868354  -0.95260016  -0.95260016  3.15260016  3.15260016
2.2000  7.898839  -0.97773100  -0.97773100  3.17773100  3.17773100
2.2000  7.929323  -1.00267468  -1.00267468  3.20267468  3.20267468
2.2000  7.959807  -1.02742071  -1.02742071  3.22742071  3.22742071
2.2000  7.990291  -1.05195895  -1.05195895  3.25195895  3.25195895
2.2000  8.020775  -1.07627962  -1.07627962  3.27627962  3.27627962
2.2000  8.051259  -1.10037327  -1.10037327  3.30037327  3.30037327
2.2000  8.081743  -1.12423074  -1.12423074  3.32423074  3.32423074
2.2000  8.112227  -1.14784320  -1.14784320  3.34784320  3.34784320
2.2000  8.142711  -1.17120209  -1.17120209  3.37120209  3.37120209
2.2000  8.173195  -1.19429912  -1.19429912  3.39429912  3.39429912
2.2000  8.203679  -1.21712626  -1.21712626  3.41712626  3.41712626
2.2000  8.234163  -1.23967574  -1.23967574  3.43967574  3.43967574
2.2000  8.264647  -1.26194001  -1.26194001  3.46194001  3.46194001
2.2000  8.295131  -1.28391177  -1.28391177  3.48391177  3.48391177
2.2000  8.325615  -1.30558392  -1.30558392  3.50558392  3.50558392
2.2000  8.356099  -1.32694960  -1.32694960  3.52694960  3.52694960
2.2000  8.386583  -1.34800212  -1.34800212  3.54800212  3.54800212
2.2000  8.417067  -1.36873501  -1.36873501  3.56873501  3.56873501
2.2000  8.447551  -1.38914199  -1.38914199  3.58914199  3.58914199
2.2000  8.478035  -1.40921696  -1.40921696  3.60921696  3.60921696
2.2000  8.508519  -1.42895400  -1.42895400  3.62895400  3.62895400
2.2000  8.539003  -1.44834736  -1.44834736  3.64834736  3.64834736
2.2000  8.569487  -1.46739148  -1.46739148  3.66739148  3.66739148
2.2000  8.599971  -1.48608093  -1.48608093  3.68608093  3.68608093
2.2000  8.630455  -1.50441047  -1.50441047  3.70441047  3.70441047
2.2000  8.660939  -1.52237500  -1.52237500  3.72237500  3.72237500
2.2000  8.691423  -1.53996958  -1.53996958  3.73996958  3.73996958
2.2000  8.721907  -1.55718941  -1.55718941  3.75718941  3.75718941
2.2000  8.752391  -1.57402985  -1.57402985  3.77402985  3.77402985
2.2000  8.782875  -1.59048640  -1.59048640  3.79048640  3.79048640
2.2000  8.813359  -1.60655469  -1.60655469  3.80655469  3.80655469
2.2000  8.843843  -1.62223050  -1.62223050  3.82223050  3.82223050
2.2000  8.874327  -1.63750973  -1.63750973  3.83750973  3.83750973
2.2000  8.904811  -1.65238844  -1.65238844  3.85238844  3.85238844
2.2000  8.935295  -1.66686278  -1.66686278  3.86686278  3.86686278
2.2000  8.965779  -1.68092908  -1.68092908  3.88092908  3.88092908
2.2000  8.996263  -1.69458375  -1.69458375  3.89458375  3.89458375
2.2000  9.026747  -1.70782336  -1.70782336  3.90782336  3.90782336
2.2000  9.057231  -1.72064459  -1.72064459  3.92064459  3.92064459
2.2000  9.087715  -1.73304424  -1.73304424  3.93304424  3.93304424
2.2000  9.118199  -1.74501924  -1.74501924  3.94501924  3.94501924
2.2000  9.148683  -1.75656663  -1.75656663  3.95656663  3.95656663
2.2000  9.179167  -1.76768358  -1.76768358  3.96768358  3.96768358
2.2000  9.209652  -1.77836737  -1.77836737  3.97836737  3.97836737
2.2000  9.240136  -1.78861541  -1.78861541  3.98861541  3.98861541
2.2000  9.270620  -1.79842521  -1.79842521  3.99842521  3.99842521
2.2000  9.301104  -1.80779440  -1.80779440  4.00779440  4.00779440
2.2000  9.331588  -1.81672073  -1.81672073  4.01672073  4.01672073
2.2000  9.362072  -1.82520206  -1.82520206  4.02520206  4.02520206
2.2000  9.392556  -1.83323636  -1.83323636  4.03323636  4.03323636
2.2000  9.423040  -1.84082173  -1.84082173  4.04082173  4.04082173
2.2000  9.453524  -1.84795636  -1.84795636  4.04795636  4.04795636
2.2000  9.484008  -1.85463855  -1.85463855  4.05463855  4.05463855
2.2000  9.514492  -1.86086674  -1.86086674  4.06086674  4.06086674
2.2000  9.544976  -1.86663945  -1.86663945  4.06663945  4.06663945
2.2000  9.575460  -1.87195533  -1.87195533  4.07195533  4.07195533
2.2000  9.605944  -1.87681313  -1.87681313  4.07681313  4.07681313
2.2000  9.636428  -1.88121170  -1.88121170  4.08121170  4.08121170
2.2000  9.666912  -1.88515002  -1.88515002  4.08515002  4.08515002
2.2000  9.697396  -1.88862718  -1.88862718  4.08862718  4.08862718
2.2000  9.727880  -1.89164235  -1.89164235  4.09164235  4.09164235
2.2000  9.758364  -1.89419484  -1.89419484  4.09419484  4.09419484
2.2000  9.788848  -1.89628405  -1.89628405  4.09628405  4.09628405
2.2000  9.819332  -1.89790949  -1.89790949  4.09790949  4.09790949
2.2000  9.849816  -1.89907080  -1.89907080  4.09907080  4.09907080
2.2000  9.880300  -1.89976769  -1.89976769  4.09976769  4.09976769
2.2000  9.910784  -1.90000000  -1.90000000  4.10000000  4.10000000
2.3000  0.000000  -1.85088862  -1.85088862  4.15088862  4.15088862
2.3000  0.035200  -1.85057896  -1.85057896  4.15057896  4.15057896
2.3000  0.070400  -1.84965008  -1.84965008  4.14965008  4.14965008
2.3000  0.105600  -1.84810227  -1.84810227  4.14810227  4.14810227
2.3000  0.140800  -1.84593600  -1.84593600  4.14593600  4.14593600
2.3000  0.176000  -1.84315195  -1.84315195  4.14315195  4.14315195
2.3000  0.211200  -1.83975099  -1.83975099  4.13975099  4.13975099
2.3000  0.246399  -1.83573415  -1.83573415  4.13573415  4.13573415
2.3000  0.281599  -1.83110271  -1.83110271  4.13110271  4.13110271
2.3000  0.316799  -1.82585807  -1.82585807  4.12585807  4.12585807
2.3000  0.351999  -1.82000189  -1.82000189  4.12000189  4.12000189
2.3000  0.387199  -1.81353596  -1.81353596  4.11353596  4.11353596
2.3000  0.422399  -1.80646231  -1.80646231  4.10646231  4.10646231
2.3000  0.457599  -1.79878311  -1.79878311  4.09878311  4.09878311
2.3000  0.492799  -1.79050075  -1.79050075  4.09050075  4.09050075
2.3000  0.527999  -1.78161780  -1.78161780  4.08161780  4.08161780
2.3000  0.563199  -1.77213702  -1.77213702  4.07213702  4.07213702
2.3000  0.598399  -1.76206135  -1.76206135  4.06206135  4.06206135
2.3000  0.633599  -1.75139391  -1.75139391  4.05139391  4.05139391
2.3000  0.668798  -1.74013800  -1.74013800  4.04013800  4.04013800
2.3000  0.703998  -1.72829713  -1.72829713  4.02829713  4.02829713
2.3000  0.739198  -1.71587496  -1.71587496  4.01587496  4.01587496
2.3000  0.774398  -1.70287535  -1.70287535  4.00287535  4.00287535
2.3000  0.809598  -1.68930232  -1.68930232  3.98930232  3.98930232
2.3000  0.844798  -1.67516010  -1.67516010  3.97516010  3.97516010
2.3000  0.879998  -1.66045306  -1.66045306  3.96045306  3.96045306
2.3000  0.915198  -1.64518577  -1.64518577  3.94518577  3.94518577
2.3000  0.950398  -1.62936296  -1.62936296  3.92936296  3.92936296
2.3000  0.985598  -1.61298955  -1.61298955  3.91298955  3.91298955
2.3000  1.020798  -1.59607061  -1.59607061  3.89607061  3.89607061
2.3000  1.055998  -1.57861139  -1.57861139  3.87861139  3.87861139
2.3000  1.091197  -1.56061731  -1.56061731  3.86061731  3.86061731
2.3000  1.126397  -1.54209395  -1.54209395  3.84209395  3.84209395
2.3000  1.161597  -1.52304707  -1.52304707  3.82304707  3.82304707
2.3000  1.196797  -1.50348256  -1.50348256  3.80348256  3.80348256
2.3000  1.231997  -1.48340650  -1.48340650  3.78340650  3.78340650
2.3000  1.267197  -1.46282512  -1.46282512  3.76282512  3.76282512
2.3000  1.302397  -1.44174481  -1.44174481  3.74174481  3.74174481
2.3000  1.337597  -1.42017211  -1.42017211  3.72017211  3.72017211
2.3000  1.372797  -1.39811371  -1.39811371  3.69811371  3.69811371
2.3000  1.407997  -1.37557647  -1.37557647  3.67557647  3.67557647
2.3000  1.443197  -1.35256737  -1.35256737  3.65256737  3.65256737
2.3000  1.478397  -1.32909357  -1.32909357  3.62909357  3.62909357
2.3000  1.513596  -1.30516234  -1.30516234  3.60516234  3.60516234
2.3000  1.548796  -1.28078113  -1.28078113  3.58078113  3.58078113
2.3000  1.583996  -1.25595749  -1.25595749  3.55595749  3.55595749
2.3000  1.619196  -1.23069914  -1.23069914  3.53069914  3.53069914
2.3000  1.654396  -1.20501392  -1.20501392  3.50501392  3.50501392
2.3000  1.689596  -1.17890982  -1.17890982  3.47890982  3.47890982
2.3000  1.724796  -1.15239493  -1.15239493  3.45239493  3.45239493
2.3000  1.759996  -1.12547750  -1.12547750  3.42547750  3.42547750
2.3000  1.795196  -1.09816589  -1.09816589  3.39816589  3.39816589
2.3000  1.830396  -1.07046859  -1.07046859  3.37046859  3.37046859
2.3000  1.865596  -1.04239420  -1.04239420  3.34239420  3.34239420
2.3000  1.900796  -1.01395145  -1.01395145  3.31395145  3.31395145
2.3000  1.935995  -0.98514919  -0.98514919  3.28514919  3.28514919
2.3000  1.971195  -0.95599636  -0.95599636  3.25599636  3.25599636
2.3000  2.006395  -0.92650205  -0.92650205  3.22650205  3.22650205
2.3000  2.041595  -0.89667541  -0.89667541  3.19667541  3.19667541
2.3000  2.076795  -0.86652574  -0.86652574  3.16652574  3.16652574
2.3000  2.111995  -0.83606241  -0.83606241  3.13606241  3.13606241
2.3000  2.147195  -0.80529491  -0.80529491  3.10529491  3.10529491
2.3000  2.182395  -0.77423282  -0.77423282  3.07423282  3.07423282
2.3000  2.217595  -0.74288581  -0.74288581  3.04288581  3.04288581
2.3000  2.252795  -0.71126365  -0.71126365  3.01126365  3.01126365
2.3000  2.287995  -0.67937620  -0.67937620  2.97937620  2.97937620
2.3000  2.323195  -0.64723340  -0.64723340  2.94723340  2.94723340
2.3000  2.358394  -0.61484528  -0.61484528  2.91484528  2.91484528
2.3000  2.393594  -0.58222195  -0.58222195  2.88222195  2.88222195
2.3000  2.428794  -0.54937359  -0.54937359  2.84937359  2.84937359
2.3000  2.463994  -0.51631047  -0.51631047  2.81631047  2.81631047
2.3000  2.499194  -0.48304292  -0.48304292  2.78304292  2.78304292
2.3000  2.534394  -0.44958136  -0.44958136  2.74958136  2.74958136
2.3000  2.569594  -0.41593625  -0.41593625  2.71593625  2.71593625
2.3000  2.604794  -0.38211815  -0.38211815  2.68211815  2.68211815
2.3000  2.639994  -0.34813766  -0.34813766  2.64813766  2.64813766
2.3000  2.675194  -0.31400545  -0.31400545  2.61400545  2.61400545
2.3000  2.710394  -0.27973226  -0.27973226  2.57973226  2.57973226
2.3000  2.745594  -0.24532886  -0.24532886  2.54532886  2.54532886
2.3000  2.780793  -0.21080610  -0.21080610  2.51080610  2.51080610
2.3000  2.815993  -0.17617490  -0.17617490  2.47617490  2.47617490
2.3000  2.851193  -0.14144620  -0.14144620  2.44144620  2.44144620
2.3000  2.886393  -0.10663101  -0.10663101  2.40663101  2.40663101
2.3000  2.921593  -0.07174039  -0.07174039  2.37174039  2.37174039
2.3000  2.956793  -0.03678548  -0.03678548  2.33678548  2.33678548
2.3000  2.991993  -0.00177743  -0.00177743  2.30177743  2.30177743
2.3000  3.027193  0.03327251  0.03327251  2.26672749  2.26672749
2.3000  3.062393  0.06835306  0.06835306  2.23164694  2.23164694
2.3000  3.097593  0.10345286  0.10345286  2.19654714  2.19654714
2.3000  3.132793  0.13856049  0.13856049  2.16143951  2.16143951
2.3000  3.167993  0.17366445  0.17366445  2.12633555  2.12633555
2.3000  3.203193  0.20875315  0.20875315  2.09124685  2.09124685
2.3000  3.238392  0.24381490  0.24381490  2.05618510  2.05618510
2.3000  3.273592  0.27883790  0.27883790  2.02116210  2.02116210
2.3000  3.308792  0.31381023  0.31381023  1.98618977  1.98618977
2.3000  3.343992  0.34871978  0.34871978  1.95128022  1.95128022
2.3000  3.379192  0.38355428  0.38355428  1.91644572  1.91644572
2.3000  3.414392  0.41830119  0.41830119  1.88169881  1.88169881
2.3000  3.449592  0.45294770  0.45294770  1.84705230  1.84705230
2.3000  3.484792  0.48748061  0.48748061  1.81251939  1.81251939
